"prefectureLabel","spotLabel","abstract"
"東京都","ジョイポリス","ジョイポリス（Joypolis）は、CAセガジョイポリス株式会社（2016年12月までは株式会社セガ・ライブクリエイション）が運営するアミューズメントパーク。 国内ではCAセガジョイポリスが運営している台場の1か所がある他、海外では中華人民共和国青島市に、CAセガジョイポリスと現地企業との合弁企業である世嘉(青島)娯楽有限公司が運営する青島ジョイポリス、上海市に上海ジョイポリスがある。以前は株式会社セガ（後の株式会社セガゲームス）が運営していた。 セガサミーホールディングスが保有していたセガ・ライブクリエイション株式のの内85.1%が、2017年1月1日付で上海ジョイポリスのライセンスアウト先である香港のChina Animation Characters Company Limitedの子会社であるChina Theme Park Limitedに売却されたのに伴い、東京ジョイポリス・梅田ジョイポリス・青島ジョイポリスの運営は同日以降、セガサミーグループ傘下からChina Animation Characters Company Limitedグループ傘下へ移動し、上海ジョイポリスは事実上の直営化となった。 東京ジョイポリスの扱いに関しては、遊園地施設としての扱いとなっている。アトラクションのほか最新のデジタル技術を用いたステージショーも行われており、ゲームセンターも併設されている。 セガ運営時代には新山下や新宿タカシマヤタイムズスクエア、福岡・キャナルシティ博多、京都駅ビル、新潟・万代シテイ、梅田、岡山などにもあったが、梅田以外はCAセガジョイポリスへの運営移管前に、梅田はCAセガジョイポリスへの運営移管後に、岡山はセガ エンタテインメントへの運営移管後にそれぞれ撤退した。"
"東京都","モヤイ像","モヤイ像（モヤイぞう）は伊豆諸島新島村の名物の石像。イースター島のモアイをモデルにしたもの。本物の像を移築したものではない。"
"東京都","レインボーブリッジ","レインボーブリッジ (Rainbow Bridge) は、東京都の港区芝浦地区と台場地区（港区台場および江東区有明）を結ぶ吊り橋。1987年（昭和62年）着工、1993年（平成5年）竣工、同年8月26日開通。 「レインボーブリッジ」の名前は「虹の橋」という意味で、一般公募により決められた愛称であり、正式名称は「東京港連絡橋」である。"
"新潟県","加茂山公園","加茂山公園（かもやまこうえん）は、新潟県加茂市にある都市公園。"
"愛知県","南知多グリーンバレイ","南知多グリーンバレイ（みなみちたグリーンバレイ）は、愛知県知多郡南知多町にあるアウトドアレジャー施設。 1994年（平成6年）に日本初のバンジージャンプ場を開設したことで知られる。 園内には、フィールドアスレチックやバンジージャンプ、パターゴルフなどの施設があるほか、バーベキューやデイキャンプが可能である。"
"愛知県","南知多ビーチランド","南知多ビーチランド（みなみちたビーチランド）は、愛知県知多郡美浜町の伊勢湾奥田海岸沿いに所在する総合海浜公園・レジャー施設である。水族園と海辺ゾーン、遊園地で構成される。"
"愛知県","名古屋テレビ塔","名古屋テレビ塔（なごやテレビとう）は、愛知県名古屋市中区栄の久屋大通公園に立つ日本で最初に完成した集約電波塔（高さ180m）であり、テレビ塔を保有・運営する会社（名古屋テレビ塔株式会社 ＜Nagoya TV Tower Corporation＞）でもある。"
"愛知県","名古屋ボストン美術館","名古屋ボストン美術館（なごやボストンびじゅつかん）は、かつて愛知県名古屋市中区金山に所在した美術館。アメリカのボストン美術館の姉妹館。名古屋ボストン美術館自身は資料の収集・保有はせず、展示資料はすべてボストン美術館から借り受けるシステムとなっていた。2018年10月8日をもって閉館。その後の施設利用は名古屋市が公募することが検討されている。"
"愛知県","名古屋城","名古屋城（なごやじょう）は、尾張国愛知郡名古屋（現在の愛知県名古屋市中区・北区）にある日本の城。「名城（めいじょう）」、「金鯱城（きんこじょう、きんしゃちじょう）」、「金城（きんじょう）」の異名を持つ。日本100名城に選定されており、国の特別史跡に指定されている。"
"愛知県","名古屋市博物館","名古屋市博物館（なごやしはくぶつかん）は、愛知県名古屋市瑞穂区にある歴史博物館である。"
"愛知県","名古屋市市政資料館","名古屋市市政資料館（なごやししせいしりょうかん）は、愛知県名古屋市東区白壁一丁目にある名古屋市の公文書館。 名古屋城からは少し離れているが、名城公園の一部として扱われている。建物（旧名古屋控訴院地方裁判所区裁判所庁舎）は重要文化財に指定されており、名古屋市が設定する「文化のみち」の起点に位置付けられる。"
"愛知県","名古屋市科学館","名古屋市科学館（なごやしかがくかん）は、愛知県名古屋市中区の白川公園（「芸術と科学の杜」）内にある市立の科学館。市政70周年の記念事業の一環として建設された。"
"愛知県","名古屋市美術館","名古屋市美術館（なごやしびじゅつかん、英語表記：Nagoya City Art Museum）は、愛知県名古屋市中区の白川公園（「芸術と科学の杜」）内にある美術館である。 1988年（昭和63年）4月22日に開館。建物は建築家黒川紀章の代表作として名高い。地元出身でもある黒川が、名古屋城や大須観音、熱田神宮など名古屋の伝統的な建築物の意匠を随所に取り入れている。鴻池組施工。"
